,Unnamed: 0,Time,Open,High,Low,Last,Change,%Chg,Volume,Classification
1909,1909,05/31/2011,134.77,134.92,133.84,134.9,1.39,+1.04%,164727008.0,True
1910,1910,05/27/2011,133.37,133.87,132.96,133.51,0.51,+0.38%,120921800.0,True
1911,1911,05/26/2011,132.03,133.24,131.78,133.0,0.61,+0.46%,164984496.0,True
1912,1912,05/25/2011,131.42,132.94,131.38,132.39,0.44,+0.33%,151102096.0,True
1913,1913,05/24/2011,132.44,132.73,131.7,131.95,-0.11,-0.08%,147262592.0,False
1914,1914,05/23/2011,131.98,133.65,131.59,132.06,-1.55,-1.16%,168800000.0,False
1915,1915,05/20/2011,134.35,134.68,133.36,133.61,-1.07,-0.79%,182638304.0,False
1916,1916,05/19/2011,134.81,135.03,133.94,134.68,0.32,+0.24%,118748496.0,True
1917,1917,05/18/2011,133.24,134.5,132.95,134.36,1.19,+0.89%,135228096.0,True
1918,1918,05/17/2011,132.69,133.35,132.12,133.17,-0.02,-0.02%,192969696.0,False
1919,1919,05/16/2011,133.56,134.61,132.97,133.19,-0.85,-0.63%,141770592.0,False
1920,1920,05/13/2011,135.15,135.34,133.56,134.04,-1.04,-0.77%,157499008.0,False
1921,1921,05/12/2011,134.08,135.36,133.39,135.08,0.64,+0.48%,171648096.0,True
1922,1922,05/11/2011,135.67,135.69,133.82,134.44,-1.43,-1.05%,193748400.0,False
1923,1923,05/10/2011,135.17,136.11,135.0,135.87,1.15,+0.85%,114907600.0,True
1924,1924,05/09/2011,134.19,135.11,133.98,134.72,0.52,+0.39%,114140496.0,True
1925,1925,05/06/2011,134.88,135.63,133.22,134.2,0.59,+0.44%,222951296.0,True
1926,1926,05/05/2011,134.08,134.95,133.02,133.61,-1.22,-0.90%,227065696.0,False
1927,1927,05/04/2011,135.67,135.73,134.23,134.83,-0.9,-0.66%,182821104.0,False
1928,1928,05/03/2011,135.96,136.19,135.04,135.73,-0.49,-0.36%,138445696.0,False
1929,1929,05/02/2011,137.08,137.18,135.95,136.22,-0.21,-0.15%,126310000.0,False
1930,1930,04/29/2011,136.17,136.57,135.98,136.43,0.32,+0.24%,115094304.0,True
1931,1931,04/28/2011,135.43,136.29,135.41,136.11,0.44,+0.32%,124865696.0,True
1932,1932,04/27/2011,135.05,135.87,134.5,135.67,0.88,+0.65%,143269792.0,True
1933,1933,04/26/2011,134.05,135.06,133.91,134.79,1.15,+0.86%,142383104.0,True
1934,1934,04/25/2011,133.7,133.86,133.2,133.64,-0.14,-0.10%,65759900.0,False
1935,1935,04/21/2011,133.79,133.84,133.1,133.78,0.68,+0.51%,136214496.0,True
1936,1936,04/20/2011,132.88,133.39,132.79,133.1,1.79,+1.36%,156472992.0,True
1937,1937,04/19/2011,130.76,131.35,130.44,131.31,0.75,+0.57%,124321800.0,True
1938,1938,04/18/2011,130.59,132.03,129.51,130.56,-1.48,-1.12%,210907696.0,False
1939,1939,04/15/2011,131.79,132.37,131.41,132.04,0.48,+0.36%,170146592.0,True
1940,1940,04/14/2011,130.7,131.76,130.27,131.56,0.1,+0.08%,161271200.0,True
1941,1941,04/13/2011,132.08,132.18,130.96,131.46,-0.01,-0.01%,162172896.0,False
1942,1942,04/12/2011,131.72,131.98,130.99,131.47,-0.99,-0.75%,161480608.0,False
1943,1943,04/11/2011,133.0,133.45,132.14,132.46,-0.4,-0.30%,121518400.0,False
1944,1944,04/08/2011,133.91,133.99,132.31,132.86,-0.46,-0.35%,148014704.0,False
1945,1945,04/07/2011,133.42,133.98,132.66,133.32,-0.34,-0.25%,170973200.0,False
1946,1946,04/06/2011,133.87,134.0,133.12,133.66,0.42,+0.32%,120453600.0,True
1947,1947,04/05/2011,133.0,133.83,132.94,133.24,-0.02,-0.02%,121083800.0,False
1948,1948,04/04/2011,133.47,133.67,132.88,133.26,0.11,+0.08%,100773296.0,True
1949,1949,04/01/2011,133.4,133.77,132.83,133.15,0.56,+0.42%,154038896.0,True
1950,1950,03/31/2011,132.62,132.96,132.45,132.59,-0.18,-0.14%,132756496.0,False
1951,1951,03/30/2011,132.54,133.16,132.36,132.77,0.91,+0.69%,135895808.0,True
1952,1952,03/29/2011,130.87,131.9,130.44,131.86,0.88,+0.67%,129844496.0,True
1953,1953,03/28/2011,131.59,131.92,130.94,130.98,-0.32,-0.24%,109839000.0,False
1954,1954,03/25/2011,131.23,131.87,130.89,131.3,0.4,+0.31%,155769904.0,True
1955,1955,03/24/2011,130.4,131.09,129.67,130.9,1.24,+0.96%,159238208.0,True
1956,1956,03/23/2011,128.93,130.0,128.32,129.66,0.37,+0.29%,148648704.0,True
1957,1957,03/22/2011,129.71,129.89,129.17,129.29,-0.45,-0.35%,129743400.0,False
1958,1958,03/21/2011,129.38,130.01,129.2,129.74,1.98,+1.55%,154065200.0,True
1959,1959,03/18/2011,128.84,128.88,127.51,127.76,-0.09,-0.07%,230654400.0,False
1960,1960,03/17/2011,128.0,128.39,127.1,127.85,1.67,+1.32%,254521696.0,True
1961,1961,03/16/2011,128.15,128.57,125.28,126.18,-2.38,-1.85%,468560512.0,False
1962,1962,03/15/2011,126.59,129.33,126.5,128.56,-1.49,-1.15%,359794688.0,False
1963,1963,03/14/2011,129.99,130.48,129.06,130.05,-0.79,-0.60%,235607696.0,False
1964,1964,03/11/2011,129.52,131.31,129.49,130.84,0.9,+0.69%,225758496.0,True
1965,1965,03/10/2011,130.99,131.18,129.81,129.94,-2.45,-1.85%,301665696.0,False
1966,1966,03/09/2011,132.34,132.8,131.6,132.39,-0.19,-0.14%,153903392.0,False
1967,1967,03/08/2011,131.64,133.0,131.07,132.58,1.15,+0.87%,174706400.0,True
1968,1968,03/07/2011,132.87,133.16,130.73,131.43,-1.04,-0.79%,216900400.0,False
1969,1969,03/04/2011,133.37,133.63,131.6,132.47,-1.0,-0.75%,277371392.0,False
1970,1970,03/03/2011,132.4,133.62,132.39,133.47,2.26,+1.72%,176485104.0,True
1971,1971,03/02/2011,130.75,131.82,130.35,131.21,0.28,+0.21%,200277792.0,True
1972,1972,03/01/2011,133.57,133.69,130.89,130.93,-2.22,-1.67%,258599200.0,False
1973,1973,02/28/2011,132.84,133.32,132.38,133.15,0.82,+0.62%,135703392.0,True
1974,1974,02/25/2011,131.5,132.41,131.4,132.33,1.4,+1.07%,141693792.0,True
1975,1975,02/24/2011,130.88,131.44,129.7,130.93,-0.09,-0.07%,260467104.0,False
1976,1976,02/23/2011,131.76,132.07,130.21,131.02,-0.81,-0.61%,227610096.0,False
1977,1977,02/22/2011,133.12,134.56,131.47,131.83,-2.7,-2.01%,233116304.0,False
1978,1978,02/18/2011,134.36,134.69,134.06,134.53,0.28,+0.21%,130002304.0,True
1979,1979,02/17/2011,133.45,134.43,133.34,134.25,0.4,+0.30%,109810400.0,True
1980,1980,02/16/2011,133.47,134.01,133.19,133.85,0.84,+0.63%,130183400.0,True
1981,1981,02/15/2011,133.02,133.22,132.32,133.01,-0.42,-0.31%,119575296.0,False
1982,1982,02/14/2011,133.03,133.54,132.88,133.43,0.32,+0.24%,101691104.0,True
1983,1983,02/11/2011,131.8,133.28,131.77,133.11,0.79,+0.60%,137716400.0,True
1984,1984,02/10/2011,131.6,132.47,131.3,132.32,0.05,+0.04%,162708400.0,True
1985,1985,02/09/2011,132.21,132.63,131.61,132.27,-0.3,-0.23%,146512000.0,False
1986,1986,02/08/2011,132.09,132.64,131.73,132.57,0.6,+0.45%,99072704.0,True
1987,1987,02/07/2011,131.44,132.4,131.43,131.97,0.82,+0.63%,112439000.0,True
1988,1988,02/04/2011,130.83,131.2,130.23,131.15,0.37,+0.28%,134634704.0,True
1989,1989,02/03/2011,130.26,130.98,129.57,130.78,0.29,+0.22%,145886592.0,True
1990,1990,02/02/2011,130.4,130.84,130.33,130.49,-0.25,-0.19%,118323600.0,False
1991,1991,02/01/2011,129.46,130.97,129.38,130.74,2.06,+1.60%,167194208.0,True
1992,1992,01/31/2011,128.07,128.78,127.75,128.68,0.96,+0.75%,149249104.0,True
1993,1993,01/28/2011,130.14,130.35,127.51,127.72,-2.27,-1.75%,295637184.0,False
1994,1994,01/27/2011,129.7,130.21,129.47,129.99,0.32,+0.25%,123302600.0,True
1995,1995,01/26/2011,129.49,130.05,129.23,129.67,0.5,+0.39%,141281408.0,True
1996,1996,01/25/2011,128.76,129.28,128.11,129.17,0.07,+0.05%,167552096.0,True
1997,1997,01/24/2011,128.29,129.25,128.26,129.1,0.73,+0.57%,113715400.0,True
1998,1998,01/21/2011,128.88,129.17,128.23,128.37,0.29,+0.23%,151462800.0,True
1999,1999,01/20/2011,127.96,128.4,127.13,128.08,-0.17,-0.13%,175745600.0,False
2000,2000,01/19/2011,129.41,129.54,127.91,128.25,-1.27,-0.98%,151958304.0,False
2001,2001,01/18/2011,129.18,129.64,129.03,129.52,0.22,+0.17%,114401200.0,True
2002,2002,01/14/2011,128.19,129.33,128.1,129.3,0.93,+0.72%,117677800.0,True
2003,2003,01/13/2011,128.63,128.69,128.05,128.37,-0.21,-0.16%,129229104.0,False
2004,2004,01/12/2011,128.21,128.72,127.46,128.58,1.15,+0.90%,107929104.0,True
2005,2005,01/11/2011,127.44,127.74,126.95,127.43,0.45,+0.35%,110286896.0,True
2006,2006,01/10/2011,126.58,127.16,126.2,126.98,-0.16,-0.13%,122401600.0,False
2007,2007,01/07/2011,127.56,127.77,126.15,127.14,-0.25,-0.20%,156034496.0,False
2008,2008,01/06/2011,127.69,127.83,127.01,127.39,-0.25,-0.20%,122519000.0,False
2009,2009,01/05/2011,126.58,127.73,126.46,127.64,0.66,+0.52%,133975200.0,True
2010,2010,01/04/2011,127.33,127.37,126.19,126.98,-0.07,-0.06%,137409600.0,False
2011,2011,01/03/2011,126.71,127.6,125.7,127.05,1.3,+1.03%,138725200.0,True
2012,2012,12/31/2010,125.49,125.87,125.33,125.75,0.03,+0.02%,91270200.0,True
2013,2013,12/30/2010,125.8,126.13,125.53,125.72,-0.2,-0.16%,76616800.0,False
2014,2014,12/29/2010,125.98,126.2,125.9,125.92,0.09,+0.07%,58033000.0,True
2015,2015,12/28/2010,125.9,125.95,125.5,125.83,0.18,+0.14%,55309000.0,True
2016,2016,12/27/2010,125.13,125.77,125.04,125.65,0.05,+0.04%,58125900.0,True
2017,2017,12/23/2010,125.64,125.78,125.29,125.6,-0.18,-0.14%,70079200.0,False
2018,2018,12/22/2010,125.48,125.82,125.41,125.78,0.39,+0.31%,78878000.0,True
2019,2019,12/21/2010,124.99,125.47,124.87,125.39,0.79,+0.63%,94965400.0,True
2020,2020,12/20/2010,124.64,124.9,123.98,124.6,0.3,+0.24%,119085400.0,True
2021,2021,12/17/2010,124.08,124.46,123.82,124.3,-0.52,-0.42%,141075200.0,False
2022,2022,12/16/2010,124.18,124.91,123.75,124.82,0.72,+0.58%,185030208.0,True
2023,2023,12/15/2010,124.46,124.93,123.89,124.1,-0.57,-0.46%,159686096.0,False
2024,2024,12/14/2010,124.75,125.23,124.29,124.67,0.11,+0.09%,147249504.0,True
2025,2025,12/13/2010,125.05,125.2,124.52,124.56,0.08,+0.06%,133812600.0,True
2026,2026,12/10/2010,124.14,124.6,123.73,124.48,0.72,+0.58%,117571600.0,True
2027,2027,12/09/2010,123.97,124.02,123.15,123.76,0.48,+0.39%,123705000.0,True
2028,2028,12/08/2010,122.98,123.38,122.41,123.28,0.45,+0.37%,138019104.0,True
2029,2029,12/07/2010,123.94,124.01,122.76,122.83,0.07,+0.06%,206580896.0,True
2030,2030,12/06/2010,122.63,123.04,122.5,122.76,-0.13,-0.11%,103050400.0,False
2031,2031,12/03/2010,122.14,123.03,122.11,122.89,0.33,+0.27%,151288800.0,True
2032,2032,12/02/2010,121.2,122.65,121.13,122.56,1.55,+1.28%,191213504.0,True
2033,2033,12/01/2010,120.2,121.24,120.19,121.01,2.52,+2.13%,221037104.0,True
2034,2034,11/30/2010,117.98,119.17,117.81,118.49,-0.67,-0.56%,233930592.0,False
2035,2035,11/29/2010,118.5,119.48,117.74,119.16,0.36,+0.30%,223642096.0,True
2036,2036,11/26/2010,119.16,119.81,118.8,118.8,-1.4,-1.16%,76007696.0,False
2037,2037,11/24/2010,119.2,120.23,119.18,120.2,1.75,+1.48%,140116304.0,True
2038,2038,11/23/2010,118.77,119.01,117.99,118.45,-1.74,-1.45%,222163008.0,False
2039,2039,11/22/2010,119.69,120.24,118.77,120.19,-0.1,-0.08%,181507904.0,False
2040,2040,11/19/2010,119.9,120.34,119.25,120.29,0.33,+0.28%,156830704.0,True
2041,2041,11/18/2010,119.36,120.39,119.35,119.96,1.74,+1.47%,197684608.0,True
2042,2042,11/17/2010,118.21,118.71,117.86,118.22,0.06,+0.05%,172192704.0,True
2043,2043,11/16/2010,119.29,119.49,117.59,118.16,-1.87,-1.56%,300189888.0,False
2044,2044,11/15/2010,120.58,121.05,119.98,120.03,-0.17,-0.14%,163854304.0,False
2045,2045,11/12/2010,120.82,121.35,119.65,120.2,-1.44,-1.18%,239047200.0,False
2046,2046,11/11/2010,121.05,121.82,120.68,121.64,-0.46,-0.38%,157951296.0,False
2047,2047,11/10/2010,121.58,122.16,120.66,122.1,0.49,+0.40%,221287392.0,True
2048,2048,11/09/2010,122.82,122.95,121.12,121.61,-0.88,-0.72%,186570496.0,False
2049,2049,11/08/2010,122.34,122.69,121.94,122.49,-0.24,-0.20%,155901600.0,False
2050,2050,11/05/2010,122.34,122.92,122.18,122.73,0.47,+0.38%,180654096.0,True
2051,2051,11/04/2010,121.28,122.32,119.97,122.26,2.31,+1.93%,215039296.0,True
2052,2052,11/03/2010,119.68,120.02,118.45,119.95,0.47,+0.39%,226702704.0,True
2053,2053,11/02/2010,119.42,119.75,119.1,119.48,0.95,+0.80%,158345792.0,True
2054,2054,11/01/2010,119.07,119.75,117.85,118.53,0.04,+0.03%,174074704.0,True
2055,2055,10/29/2010,118.28,118.72,118.07,118.49,0.09,+0.08%,144305408.0,True
2056,2056,10/28/2010,119.06,119.11,117.83,118.4,0.02,+0.02%,168576000.0,True
2057,2057,10/27/2010,117.89,118.51,117.26,118.38,-0.34,-0.29%,190023904.0,False
2058,2058,10/26/2010,118.1,118.84,117.87,118.72,0.02,+0.02%,158982800.0,True
2059,2059,10/25/2010,119.14,119.76,118.61,118.7,0.35,+0.30%,151145600.0,True
2060,2060,10/22/2010,118.31,118.53,118.0,118.35,0.22,+0.19%,108212304.0,True
2061,2061,10/21/2010,118.4,119.09,117.21,118.13,0.26,+0.22%,221546096.0,True
2062,2062,10/20/2010,116.94,118.44,116.87,117.87,1.14,+0.98%,200051696.0,True
2063,2063,10/19/2010,117.19,117.85,116.02,116.73,-1.81,-1.53%,280604608.0,False
2064,2064,10/18/2010,117.74,118.67,117.31,118.54,0.84,+0.71%,141502096.0,True
2065,2065,10/15/2010,118.28,118.35,116.76,117.7,0.24,+0.20%,243704896.0,True
2066,2066,10/14/2010,117.81,118.01,116.72,117.46,-0.46,-0.39%,217764192.0,False
2067,2067,10/13/2010,117.66,118.55,117.38,117.92,0.91,+0.78%,194347104.0,True
2068,2068,10/12/2010,116.27,117.35,115.65,117.01,0.36,+0.31%,182209904.0,True
2069,2069,10/11/2010,116.72,116.97,116.25,116.65,0.11,+0.09%,103098200.0,True
2070,2070,10/08/2010,116.05,116.86,115.61,116.54,0.65,+0.56%,177760000.0,True
2071,2071,10/07/2010,116.5,116.53,115.19,115.89,-0.14,-0.12%,164859904.0,False
2072,2072,10/06/2010,116.02,116.33,115.56,116.03,-0.01,-0.01%,148626496.0,False
2073,2073,10/05/2010,114.8,116.32,114.67,116.04,2.29,+2.01%,229634096.0,True
2074,2074,10/04/2010,114.37,114.85,113.18,113.75,-0.86,-0.75%,166153200.0,False
2075,2075,10/01/2010,114.99,115.12,113.93,114.61,0.48,+0.42%,174632304.0,True
2076,2076,09/30/2010,115.05,115.79,113.59,114.13,-0.34,-0.30%,287106496.0,False
2077,2077,09/29/2010,114.38,114.91,114.02,114.47,-0.2,-0.17%,179646896.0,False
2078,2078,09/28/2010,114.42,115.04,113.18,114.67,0.4,+0.35%,209207296.0,True
2079,2079,09/27/2010,114.86,114.99,114.16,114.27,-0.55,-0.48%,128799400.0,False
2080,2080,09/24/2010,113.75,114.9,113.65,114.82,2.32,+2.06%,209671696.0,True
2081,2081,09/23/2010,112.49,113.67,112.18,112.5,-0.92,-0.81%,202354208.0,False
2082,2082,09/22/2010,113.8,114.44,113.1,113.42,-0.56,-0.49%,191322304.0,False
2083,2083,09/21/2010,114.3,114.84,113.51,113.98,-0.23,-0.20%,268632384.0,False
2084,2084,09/20/2010,112.88,114.46,112.52,114.21,1.72,+1.53%,214786704.0,True
2085,2085,09/17/2010,113.04,113.15,112.18,112.49,-0.56,-0.50%,195836800.0,False
2086,2086,09/16/2010,112.73,113.12,112.35,113.05,-0.03,-0.03%,199962800.0,False
2087,2087,09/15/2010,112.32,113.21,111.98,113.08,0.43,+0.38%,168608304.0,True
2088,2088,09/14/2010,112.5,113.29,112.08,112.65,-0.07,-0.06%,209823504.0,False
2089,2089,09/13/2010,112.58,112.95,112.13,112.72,1.24,+1.11%,178503392.0,True
2090,2090,09/10/2010,111.12,111.61,110.87,111.48,0.56,+0.50%,127818896.0,True
2091,2091,09/09/2010,111.65,111.68,110.62,110.92,0.51,+0.46%,147017904.0,True
2092,2092,09/08/2010,109.86,110.85,109.81,110.41,0.77,+0.70%,150268896.0,True
2093,2093,09/07/2010,110.37,110.51,109.55,109.64,-1.25,-1.13%,141973600.0,False
2094,2094,09/03/2010,110.54,110.99,109.95,110.89,1.42,+1.30%,212197200.0,True
2095,2095,09/02/2010,108.72,109.49,108.49,109.47,1.01,+0.93%,156112096.0,True
2096,2096,09/01/2010,106.73,108.61,106.66,108.46,3.15,+2.99%,267834896.0,True
2097,2097,08/31/2010,104.92,105.98,104.49,105.31,0.0,0.00%,273932992.0,False
2098,2098,08/30/2010,106.58,106.91,105.3,105.31,-1.55,-1.45%,167238496.0,False
2099,2099,08/27/2010,105.89,106.97,104.31,106.86,1.63,+1.55%,272704000.0,True
2100,2100,08/26/2010,106.44,106.58,104.88,105.23,-0.71,-0.67%,224492704.0,False
2101,2101,08/25/2010,104.95,106.34,104.29,105.94,0.41,+0.39%,272330688.0,True
2102,2102,08/24/2010,105.95,106.39,104.97,105.53,-1.59,-1.48%,280795488.0,False
2103,2103,08/23/2010,108.04,108.57,107.07,107.12,-0.41,-0.38%,163490208.0,False
2104,2104,08/20/2010,107.56,107.94,106.75,107.53,-0.35,-0.32%,209714096.0,False
2105,2105,08/19/2010,109.22,109.49,107.43,107.88,-1.91,-1.74%,265847600.0,False
2106,2106,08/18/2010,109.54,110.38,108.91,109.79,0.2,+0.18%,182922000.0,True
2107,2107,08/17/2010,109.19,110.39,108.88,109.59,1.33,+1.23%,172270208.0,True
2108,2108,08/16/2010,107.57,108.61,107.18,108.26,-0.05,-0.05%,147895296.0,False
2109,2109,08/13/2010,108.29,108.96,108.18,108.31,-0.32,-0.29%,158698400.0,False
2110,2110,08/12/2010,107.65,109.02,107.6,108.63,-0.67,-0.61%,239542400.0,False
2111,2111,08/11/2010,110.65,110.69,109.12,109.3,-3.08,-2.74%,273408096.0,False
2112,2112,08/10/2010,112.03,112.98,111.37,112.38,-0.61,-0.54%,242916304.0,False
2113,2113,08/09/2010,112.92,113.18,112.32,112.99,0.6,+0.53%,120800304.0,True
2114,2114,08/06/2010,111.74,112.57,110.92,112.39,-0.46,-0.41%,239728304.0,False
2115,2115,08/05/2010,112.25,112.91,112.08,112.85,-0.12,-0.11%,140473696.0,False
2116,2116,08/04/2010,112.53,113.11,112.16,112.97,0.75,+0.67%,158171600.0,True
2117,2117,08/03/2010,112.48,112.77,111.85,112.22,-0.54,-0.48%,146657200.0,False
2118,2118,08/02/2010,111.99,112.94,111.54,112.76,2.49,+2.26%,188263200.0,True
2119,2119,07/30/2010,109.17,110.86,108.98,110.27,-0.02,-0.02%,220070496.0,False
2120,2120,07/29/2010,111.52,111.82,109.41,110.29,-0.54,-0.49%,220148992.0,False
2121,2121,07/28/2010,111.32,111.66,110.46,110.83,-0.72,-0.65%,163056096.0,False
2122,2122,07/27/2010,112.17,112.29,111.11,111.55,-0.01,-0.01%,204855504.0,False
2123,2123,07/26/2010,110.6,111.67,110.29,111.56,1.15,+1.04%,182126400.0,True
2124,2124,07/23/2010,109.24,110.57,108.93,110.41,0.95,+0.87%,222030496.0,True
2125,2125,07/22/2010,108.34,109.94,108.33,109.46,2.39,+2.23%,274781184.0,True
2126,2126,07/21/2010,109.04,109.07,106.63,107.07,-1.41,-1.30%,264527008.0,False
2127,2127,07/20/2010,105.87,108.56,105.82,108.48,1.19,+1.11%,258162304.0,True
2128,2128,07/19/2010,107.05,107.63,106.22,107.29,0.63,+0.59%,186708896.0,True
2129,2129,07/16/2010,109.09,109.21,106.45,106.66,-3.02,-2.75%,282693312.0,False
2130,2130,07/15/2010,109.61,110.06,108.17,109.68,0.03,+0.03%,232337904.0,True
2131,2131,07/14/2010,109.31,110.08,108.86,109.65,-0.01,-0.01%,184426704.0,False
2132,2132,07/13/2010,109.15,110.09,108.93,109.66,1.63,+1.51%,213020896.0,True
2133,2133,07/12/2010,107.6,108.24,107.15,108.03,0.07,+0.06%,131283504.0,True
2134,2134,07/09/2010,107.13,107.97,106.93,107.96,0.8,+0.75%,144999808.0,True
2135,2135,07/08/2010,107.0,107.28,105.91,107.16,1.05,+0.99%,210842000.0,True
2136,2136,07/07/2010,103.13,106.24,103.02,106.11,3.24,+3.15%,253769696.0,True
2137,2137,07/06/2010,103.64,104.37,101.88,102.87,0.67,+0.66%,256936400.0,True
2138,2138,07/02/2010,103.11,103.42,101.62,102.2,-0.56,-0.54%,233385104.0,False
2139,2139,07/01/2010,103.15,103.49,101.13,102.76,-0.46,-0.45%,382924704.0,False
2140,2140,06/30/2010,103.92,104.88,102.88,103.22,-0.99,-0.95%,284101600.0,False
2141,2141,06/29/2010,106.02,107.51,103.55,104.21,-3.32,-3.09%,373760384.0,False
2142,2142,06/28/2010,108.03,108.32,107.14,107.53,-0.34,-0.32%,169333200.0,False
2143,2143,06/25/2010,107.74,108.42,106.77,107.87,0.45,+0.42%,238726496.0,True
2144,2144,06/24/2010,108.69,108.83,107.14,107.42,-1.81,-1.66%,268692000.0,False
2145,2145,06/23/2010,109.64,110.03,108.48,109.23,-0.34,-0.31%,254698704.0,False
2146,2146,06/22/2010,111.41,111.9,109.41,109.57,-1.84,-1.65%,239355296.0,False
2147,2147,06/21/2010,113.12,113.2,110.79,111.41,-0.32,-0.29%,213140608.0,False
2148,2148,06/18/2010,111.83,112.13,111.37,111.73,-0.41,-0.37%,174006496.0,False
2149,2149,06/17/2010,112.28,112.33,111.05,112.14,0.18,+0.16%,263185696.0,True
2150,2150,06/16/2010,111.42,112.42,111.2,111.96,-0.04,-0.04%,216373904.0,False
2151,2151,06/15/2010,110.28,112.1,110.09,112.0,2.49,+2.27%,238268608.0,True
2152,2152,06/14/2010,110.52,111.12,109.4,109.51,-0.17,-0.15%,207196000.0,False
2153,2153,06/11/2010,108.19,109.75,108.12,109.68,0.53,+0.49%,214128096.0,True
2154,2154,06/10/2010,107.86,109.28,106.04,109.15,3.1,+2.92%,317890496.0,True
2155,2155,06/09/2010,107.24,108.28,105.6,106.05,-0.57,-0.53%,268023200.0,False
2156,2156,06/08/2010,105.57,106.83,104.65,106.62,1.13,+1.07%,357774400.0,True
2157,2157,06/07/2010,107.2,107.61,105.41,105.49,-1.33,-1.25%,264609104.0,False
2158,2158,06/04/2010,108.61,109.33,106.47,106.82,-3.89,-3.51%,398475488.0,False
2159,2159,06/03/2010,110.65,111.06,109.58,110.71,0.38,+0.34%,226618208.0,True
2160,2160,06/02/2010,108.08,110.34,107.51,110.33,2.8,+2.60%,240243600.0,True
2161,2161,06/01/2010,108.35,109.95,107.37,107.53,-1.84,-1.68%,277909312.0,False
2162,2162,05/28/2010,110.64,110.72,108.85,109.37,-1.39,-1.25%,297933408.0,False
2163,2163,05/27/2010,109.19,110.8,108.78,110.76,3.59,+3.35%,300870400.0,True
2164,2164,05/26/2010,108.48,109.47,106.85,107.17,-0.65,-0.60%,349718304.0,False
2165,2165,05/25/2010,105.11,107.87,104.38,107.82,0.11,+0.10%,396505088.0,True
2166,2166,05/24/2010,108.52,109.39,107.61,107.71,-1.41,-1.29%,269823008.0,False
2167,2167,05/21/2010,105.91,109.38,105.36,109.12,1.58,+1.47%,500909184.0,True
2168,2168,05/20/2010,109.38,109.89,107.47,107.54,-4.22,-3.78%,530423808.0,False
2169,2169,05/19/2010,111.77,112.77,110.36,111.76,-0.64,-0.57%,394759488.0,False
2170,2170,05/18/2010,114.88,115.22,112.03,112.4,-1.55,-1.36%,360595712.0,False
2171,2171,05/17/2010,114.2,114.52,111.77,113.95,0.06,+0.05%,325944000.0,True
2172,2172,05/14/2010,115.12,115.33,112.87,113.89,-2.1,-1.81%,345601984.0,False
2173,2173,05/13/2010,117.13,117.68,115.89,115.99,-1.46,-1.24%,234456000.0,False
2174,2174,05/12/2010,116.29,117.62,116.09,117.45,1.62,+1.40%,235607008.0,True
2175,2175,05/11/2010,115.07,117.36,114.91,115.83,-0.33,-0.28%,317849696.0,False
2176,2176,05/10/2010,115.81,116.65,114.91,116.16,4.9,+4.40%,396159488.0,True
2177,2177,05/07/2010,112.64,113.77,109.41,111.26,-1.68,-1.49%,637558592.0,False
2178,2178,05/06/2010,116.26,117.0,105.0,112.94,-3.88,-3.32%,647341376.0,False
2179,2179,05/05/2010,116.56,117.8,115.97,116.82,-0.7,-0.60%,324882208.0,False
2180,2180,05/04/2010,119.01,119.03,116.92,117.52,-2.83,-2.35%,360353408.0,False
2181,2181,05/03/2010,119.38,120.68,119.2,120.35,1.54,+1.30%,182747808.0,True
2182,2182,04/30/2010,120.88,121.01,118.78,118.81,-2.05,-1.70%,270000896.0,False
2183,2183,04/29/2010,120.1,121.11,120.07,120.86,1.48,+1.24%,193774896.0,True
2184,2184,04/28/2010,119.05,119.68,118.27,119.38,0.9,+0.76%,300677504.0,True
2185,2185,04/27/2010,120.65,121.33,118.25,118.48,-2.87,-2.37%,355853696.0,False
2186,2186,04/26/2010,121.85,122.12,121.23,121.35,-0.46,-0.38%,143457200.0,False
2187,2187,04/23/2010,120.94,121.86,120.63,121.81,0.79,+0.65%,177335392.0,True
2188,2188,04/22/2010,119.81,121.17,119.12,121.02,0.36,+0.30%,239188496.0,True
2189,2189,04/21/2010,120.95,121.23,119.99,120.66,-0.22,-0.18%,192910096.0,False
2190,2190,04/20/2010,120.56,120.98,119.87,120.88,1.07,+0.89%,157707904.0,True
2191,2191,04/19/2010,119.01,119.93,118.47,119.81,0.45,+0.38%,217947696.0,True
2192,2192,04/16/2010,120.86,121.29,118.75,119.36,-1.93,-1.59%,366879712.0,False
2193,2193,04/15/2010,120.99,121.57,120.95,121.29,0.1,+0.08%,144615200.0,True
2194,2194,04/14/2010,120.27,121.19,120.08,121.19,1.36,+1.13%,161285792.0,True
2195,2195,04/13/2010,119.62,120.04,119.0,119.83,0.09,+0.08%,125125000.0,True
2196,2196,04/12/2010,119.7,120.05,119.56,119.74,0.19,+0.16%,110278896.0,True
2197,2197,04/09/2010,119.02,119.6,118.8,119.55,0.78,+0.66%,133006496.0,True
2198,2198,04/08/2010,117.95,118.97,117.6,118.77,0.41,+0.35%,158703904.0,True
2199,2199,04/07/2010,118.8,119.36,117.81,118.36,-0.68,-0.57%,184576304.0,False
2200,2200,04/06/2010,118.42,119.25,118.29,119.04,0.28,+0.24%,110384096.0,True
2201,2201,04/05/2010,118.25,118.84,117.92,118.76,0.96,+0.81%,105847600.0,True
2202,2202,04/01/2010,117.8,118.25,117.1,117.8,0.8,+0.68%,161215104.0,True
