,STATION,NAME,DATE,AWND,PRCP,TAVG,TMAX,TMIN
1848,USW00014732,"LAGUARDIA AIRPORT, NY US",01/23/2014,13.42,0.0,13.0,21,8
1849,USW00014732,"LAGUARDIA AIRPORT, NY US",01/24/2014,14.54,0.0,16.0,20,11
1850,USW00014732,"LAGUARDIA AIRPORT, NY US",01/25/2014,14.32,0.02,22.0,27,19
1851,USW00014732,"LAGUARDIA AIRPORT, NY US",01/26/2014,13.42,0.0,22.0,32,18
1852,USW00014732,"LAGUARDIA AIRPORT, NY US",01/27/2014,13.2,0.0,34.0,44,21
1853,USW00014732,"LAGUARDIA AIRPORT, NY US",01/28/2014,9.84,0.0,18.0,21,13
1854,USW00014732,"LAGUARDIA AIRPORT, NY US",01/29/2014,12.08,0.05,18.0,23,14
1855,USW00014732,"LAGUARDIA AIRPORT, NY US",01/30/2014,7.38,0.0,22.0,29,18
1856,USW00014732,"LAGUARDIA AIRPORT, NY US",01/31/2014,6.49,0.0,31.0,39,26
1857,USW00014732,"LAGUARDIA AIRPORT, NY US",02/01/2014,4.7,0.0,38.0,44,32
1858,USW00014732,"LAGUARDIA AIRPORT, NY US",02/02/2014,5.37,0.0,40.0,55,30
1859,USW00014732,"LAGUARDIA AIRPORT, NY US",02/03/2014,9.17,1.08,36.0,42,29
1860,USW00014732,"LAGUARDIA AIRPORT, NY US",02/04/2014,6.26,0.0,30.0,36,25
1861,USW00014732,"LAGUARDIA AIRPORT, NY US",02/05/2014,11.41,1.18,31.0,34,29
1862,USW00014732,"LAGUARDIA AIRPORT, NY US",02/06/2014,9.62,0.0,28.0,30,22
1863,USW00014732,"LAGUARDIA AIRPORT, NY US",02/07/2014,11.63,0.0,29.0,33,25
1864,USW00014732,"LAGUARDIA AIRPORT, NY US",02/08/2014,7.83,0.0,27.0,29,22
1865,USW00014732,"LAGUARDIA AIRPORT, NY US",02/09/2014,7.61,0.1,26.0,29,21
1866,USW00014732,"LAGUARDIA AIRPORT, NY US",02/10/2014,15.21,0.0,26.0,29,22
1867,USW00014732,"LAGUARDIA AIRPORT, NY US",02/11/2014,13.65,0.0,23.0,26,18
1868,USW00014732,"LAGUARDIA AIRPORT, NY US",02/12/2014,8.95,0.0,19.0,25,14
1869,USW00014732,"LAGUARDIA AIRPORT, NY US",02/13/2014,19.01,1.68,29.0,36,24
1870,USW00014732,"LAGUARDIA AIRPORT, NY US",02/14/2014,18.34,0.25,35.0,40,31
1871,USW00014732,"LAGUARDIA AIRPORT, NY US",02/15/2014,13.2,0.1,35.0,37,28
1872,USW00014732,"LAGUARDIA AIRPORT, NY US",02/16/2014,16.11,0.0,27.0,30,22
1873,USW00014732,"LAGUARDIA AIRPORT, NY US",02/17/2014,9.4,0.0,24.0,33,19
1874,USW00014732,"LAGUARDIA AIRPORT, NY US",02/18/2014,9.62,0.15,31.0,40,25
1875,USW00014732,"LAGUARDIA AIRPORT, NY US",02/19/2014,7.38,0.25,36.0,45,28
1876,USW00014732,"LAGUARDIA AIRPORT, NY US",02/20/2014,7.83,0.02,42.0,50,35
1877,USW00014732,"LAGUARDIA AIRPORT, NY US",02/21/2014,9.4,0.11,37.0,48,34
1878,USW00014732,"LAGUARDIA AIRPORT, NY US",02/22/2014,11.41,0.0,45.0,55,38
1879,USW00014732,"LAGUARDIA AIRPORT, NY US",02/23/2014,6.26,0.0,48.0,54,39
1880,USW00014732,"LAGUARDIA AIRPORT, NY US",02/24/2014,17.22,0.0,40.0,44,27
1881,USW00014732,"LAGUARDIA AIRPORT, NY US",02/25/2014,12.75,0.0,29.0,33,24
1882,USW00014732,"LAGUARDIA AIRPORT, NY US",02/26/2014,10.29,0.01,28.0,32,21
1883,USW00014732,"LAGUARDIA AIRPORT, NY US",02/27/2014,15.21,0.0,25.0,33,15
1884,USW00014732,"LAGUARDIA AIRPORT, NY US",02/28/2014,10.51,0.0,17.0,24,10
1885,USW00014732,"LAGUARDIA AIRPORT, NY US",03/01/2014,6.71,0.0,27.0,38,21
1886,USW00014732,"LAGUARDIA AIRPORT, NY US",03/02/2014,7.83,0.0,37.0,39,32
1887,USW00014732,"LAGUARDIA AIRPORT, NY US",03/03/2014,12.3,0.01,26.0,32,19
1888,USW00014732,"LAGUARDIA AIRPORT, NY US",03/04/2014,6.26,0.0,20.0,30,13
1889,USW00014732,"LAGUARDIA AIRPORT, NY US",03/05/2014,7.83,0.0,31.0,37,26
1890,USW00014732,"LAGUARDIA AIRPORT, NY US",03/06/2014,10.07,0.0,24.0,30,16
1891,USW00014732,"LAGUARDIA AIRPORT, NY US",03/07/2014,12.08,0.0,29.0,36,26
1892,USW00014732,"LAGUARDIA AIRPORT, NY US",03/08/2014,9.4,0.0,42.0,56,35
1893,USW00014732,"LAGUARDIA AIRPORT, NY US",03/09/2014,12.3,0.0,41.0,43,35
1894,USW00014732,"LAGUARDIA AIRPORT, NY US",03/10/2014,9.17,0.0,42.0,51,37
1895,USW00014732,"LAGUARDIA AIRPORT, NY US",03/11/2014,7.61,0.0,52.0,65,45
1896,USW00014732,"LAGUARDIA AIRPORT, NY US",03/12/2014,10.96,0.35,48.0,54,33
1897,USW00014732,"LAGUARDIA AIRPORT, NY US",03/13/2014,26.17,0.0,29.0,33,19
1898,USW00014732,"LAGUARDIA AIRPORT, NY US",03/14/2014,10.96,0.0,30.0,44,22
1899,USW00014732,"LAGUARDIA AIRPORT, NY US",03/15/2014,15.21,0.0,48.0,58,40
1900,USW00014732,"LAGUARDIA AIRPORT, NY US",03/16/2014,14.99,0.0,38.0,41,30
1901,USW00014732,"LAGUARDIA AIRPORT, NY US",03/17/2014,9.4,0.0,28.0,33,23
1902,USW00014732,"LAGUARDIA AIRPORT, NY US",03/18/2014,11.41,0.0,32.0,41,27
1903,USW00014732,"LAGUARDIA AIRPORT, NY US",03/19/2014,11.63,0.99,36.0,47,31
1904,USW00014732,"LAGUARDIA AIRPORT, NY US",03/20/2014,14.99,0.0,45.0,53,39
1905,USW00014732,"LAGUARDIA AIRPORT, NY US",03/21/2014,13.42,0.0,44.0,50,39
1906,USW00014732,"LAGUARDIA AIRPORT, NY US",03/22/2014,12.75,0.0,48.0,63,37
1907,USW00014732,"LAGUARDIA AIRPORT, NY US",03/23/2014,14.54,0.0,42.0,42,27
1908,USW00014732,"LAGUARDIA AIRPORT, NY US",03/24/2014,12.3,0.0,28.0,34,22
1909,USW00014732,"LAGUARDIA AIRPORT, NY US",03/25/2014,8.95,0.0,32.0,38,26
1910,USW00014732,"LAGUARDIA AIRPORT, NY US",03/26/2014,22.59,0.0,33.0,35,25
1911,USW00014732,"LAGUARDIA AIRPORT, NY US",03/27/2014,11.63,0.0,30.0,42,23
1912,USW00014732,"LAGUARDIA AIRPORT, NY US",03/28/2014,7.16,0.03,45.0,60,38
1913,USW00014732,"LAGUARDIA AIRPORT, NY US",03/29/2014,12.3,1.79,48.0,55,41
1914,USW00014732,"LAGUARDIA AIRPORT, NY US",03/30/2014,14.32,0.37,44.0,47,39
1915,USW00014732,"LAGUARDIA AIRPORT, NY US",03/31/2014,16.78,0.12,42.0,54,36
1916,USW00014732,"LAGUARDIA AIRPORT, NY US",04/01/2014,8.72,0.0,46.0,59,39
1917,USW00014732,"LAGUARDIA AIRPORT, NY US",04/02/2014,4.47,0.0,46.0,53,41
1918,USW00014732,"LAGUARDIA AIRPORT, NY US",04/03/2014,5.59,0.07,51.0,64,42
1919,USW00014732,"LAGUARDIA AIRPORT, NY US",04/04/2014,13.2,0.19,45.0,47,39
1920,USW00014732,"LAGUARDIA AIRPORT, NY US",04/05/2014,15.88,0.0,45.0,54,39
1921,USW00014732,"LAGUARDIA AIRPORT, NY US",04/06/2014,8.28,0.0,45.0,59,37
1922,USW00014732,"LAGUARDIA AIRPORT, NY US",04/07/2014,10.29,0.66,46.0,53,41
1923,USW00014732,"LAGUARDIA AIRPORT, NY US",04/08/2014,12.53,0.34,51.0,65,43
1924,USW00014732,"LAGUARDIA AIRPORT, NY US",04/09/2014,14.32,0.0,51.0,59,44
1925,USW00014732,"LAGUARDIA AIRPORT, NY US",04/10/2014,11.41,0.0,50.0,58,42
1926,USW00014732,"LAGUARDIA AIRPORT, NY US",04/11/2014,8.95,0.0,59.0,74,50
1927,USW00014732,"LAGUARDIA AIRPORT, NY US",04/12/2014,8.5,0.0,59.0,72,49
1928,USW00014732,"LAGUARDIA AIRPORT, NY US",04/13/2014,9.4,0.0,60.0,74,50
1929,USW00014732,"LAGUARDIA AIRPORT, NY US",04/14/2014,12.53,0.0,62.0,72,54
1930,USW00014732,"LAGUARDIA AIRPORT, NY US",04/15/2014,18.34,0.87,57.0,62,34
1931,USW00014732,"LAGUARDIA AIRPORT, NY US",04/16/2014,14.32,0.05,39.0,47,32
1932,USW00014732,"LAGUARDIA AIRPORT, NY US",04/17/2014,12.08,0.0,41.0,47,36
1933,USW00014732,"LAGUARDIA AIRPORT, NY US",04/18/2014,8.28,0.0,40.0,47,35
1934,USW00014732,"LAGUARDIA AIRPORT, NY US",04/19/2014,8.5,0.0,51.0,65,42
1935,USW00014732,"LAGUARDIA AIRPORT, NY US",04/20/2014,9.17,0.0,52.0,55,44
1936,USW00014732,"LAGUARDIA AIRPORT, NY US",04/21/2014,7.38,0.0,50.0,63,41
1937,USW00014732,"LAGUARDIA AIRPORT, NY US",04/22/2014,8.5,0.0,56.0,66,50
1938,USW00014732,"LAGUARDIA AIRPORT, NY US",04/23/2014,21.25,0.0,56.0,62,45
1939,USW00014732,"LAGUARDIA AIRPORT, NY US",04/24/2014,18.57,0.0,49.0,60,43
1940,USW00014732,"LAGUARDIA AIRPORT, NY US",04/25/2014,9.17,0.0,52.0,60,45
1941,USW00014732,"LAGUARDIA AIRPORT, NY US",04/26/2014,8.72,0.76,52.0,64,45
1942,USW00014732,"LAGUARDIA AIRPORT, NY US",04/27/2014,13.2,0.0,51.0,57,47
1943,USW00014732,"LAGUARDIA AIRPORT, NY US",04/28/2014,8.28,0.0,54.0,64,46
1944,USW00014732,"LAGUARDIA AIRPORT, NY US",04/29/2014,17.9,0.03,50.0,51,43
1945,USW00014732,"LAGUARDIA AIRPORT, NY US",04/30/2014,14.32,5.26,44.0,49,42
1946,USW00014732,"LAGUARDIA AIRPORT, NY US",05/01/2014,7.61,0.15,59.0,77,49
1947,USW00014732,"LAGUARDIA AIRPORT, NY US",05/02/2014,9.17,0.0,63.0,68,55
1948,USW00014732,"LAGUARDIA AIRPORT, NY US",05/03/2014,7.61,0.03,62.0,69,54
1949,USW00014732,"LAGUARDIA AIRPORT, NY US",05/04/2014,17.67,0.0,59.0,64,54
1950,USW00014732,"LAGUARDIA AIRPORT, NY US",05/05/2014,15.21,0.0,58.0,67,50
1951,USW00014732,"LAGUARDIA AIRPORT, NY US",05/06/2014,9.62,0.0,59.0,68,53
1952,USW00014732,"LAGUARDIA AIRPORT, NY US",05/07/2014,7.61,0.0,59.0,68,51
1953,USW00014732,"LAGUARDIA AIRPORT, NY US",05/08/2014,6.71,0.39,56.0,58,53
1954,USW00014732,"LAGUARDIA AIRPORT, NY US",05/09/2014,6.71,0.02,55.0,65,52
1955,USW00014732,"LAGUARDIA AIRPORT, NY US",05/10/2014,9.84,0.91,65.0,82,55
1956,USW00014732,"LAGUARDIA AIRPORT, NY US",05/11/2014,8.5,0.02,69.0,81,62
1957,USW00014732,"LAGUARDIA AIRPORT, NY US",05/12/2014,4.7,0.0,73.0,82,64
1958,USW00014732,"LAGUARDIA AIRPORT, NY US",05/13/2014,10.51,0.0,66.0,71,52
1959,USW00014732,"LAGUARDIA AIRPORT, NY US",05/14/2014,8.05,0.0,56.0,68,51
1960,USW00014732,"LAGUARDIA AIRPORT, NY US",05/15/2014,10.74,0.14,61.0,75,54
1961,USW00014732,"LAGUARDIA AIRPORT, NY US",05/16/2014,18.34,1.61,67.0,71,60
1962,USW00014732,"LAGUARDIA AIRPORT, NY US",05/17/2014,10.29,0.0,62.0,70,54
1963,USW00014732,"LAGUARDIA AIRPORT, NY US",05/18/2014,9.84,0.0,60.0,65,53
1964,USW00014732,"LAGUARDIA AIRPORT, NY US",05/19/2014,10.96,0.0,60.0,70,53
1965,USW00014732,"LAGUARDIA AIRPORT, NY US",05/20/2014,10.51,0.0,65.0,77,57
1966,USW00014732,"LAGUARDIA AIRPORT, NY US",05/21/2014,6.71,0.0,70.0,75,63
1967,USW00014732,"LAGUARDIA AIRPORT, NY US",05/22/2014,6.49,0.28,63.0,65,58
1968,USW00014732,"LAGUARDIA AIRPORT, NY US",05/23/2014,8.28,1.07,60.0,68,57
1969,USW00014732,"LAGUARDIA AIRPORT, NY US",05/24/2014,6.93,0.04,60.0,68,57
1970,USW00014732,"LAGUARDIA AIRPORT, NY US",05/25/2014,5.82,0.0,65.0,81,56
1971,USW00014732,"LAGUARDIA AIRPORT, NY US",05/26/2014,10.51,0.0,75.0,87,66
1972,USW00014732,"LAGUARDIA AIRPORT, NY US",05/27/2014,9.17,0.0,80.0,86,58
1973,USW00014732,"LAGUARDIA AIRPORT, NY US",05/28/2014,13.42,0.0,61.0,60,53
1974,USW00014732,"LAGUARDIA AIRPORT, NY US",05/29/2014,8.95,0.0,56.0,63,51
1975,USW00014732,"LAGUARDIA AIRPORT, NY US",05/30/2014,5.82,0.03,63.0,76,56
1976,USW00014732,"LAGUARDIA AIRPORT, NY US",05/31/2014,11.41,0.01,64.0,70,58
1977,USW00014732,"LAGUARDIA AIRPORT, NY US",06/01/2014,7.83,0.0,65.0,77,57
1978,USW00014732,"LAGUARDIA AIRPORT, NY US",06/02/2014,10.51,0.0,70.0,79,61
1979,USW00014732,"LAGUARDIA AIRPORT, NY US",06/03/2014,8.05,0.06,76.0,85,64
1980,USW00014732,"LAGUARDIA AIRPORT, NY US",06/04/2014,8.28,0.0,69.0,81,62
1981,USW00014732,"LAGUARDIA AIRPORT, NY US",06/05/2014,11.41,0.7,67.0,76,62
1982,USW00014732,"LAGUARDIA AIRPORT, NY US",06/06/2014,11.86,0.0,68.0,76,61
1983,USW00014732,"LAGUARDIA AIRPORT, NY US",06/07/2014,6.71,0.0,71.0,82,63
1984,USW00014732,"LAGUARDIA AIRPORT, NY US",06/08/2014,6.71,0.0,76.0,85,68
1985,USW00014732,"LAGUARDIA AIRPORT, NY US",06/09/2014,8.05,1.24,68.0,73,62
1986,USW00014732,"LAGUARDIA AIRPORT, NY US",06/10/2014,6.93,0.0,67.0,75,63
1987,USW00014732,"LAGUARDIA AIRPORT, NY US",06/11/2014,11.63,0.05,66.0,68,61
1988,USW00014732,"LAGUARDIA AIRPORT, NY US",06/12/2014,10.07,0.02,64.0,76,59
1989,USW00014732,"LAGUARDIA AIRPORT, NY US",06/13/2014,8.95,1.55,66.0,76,62
1990,USW00014732,"LAGUARDIA AIRPORT, NY US",06/14/2014,14.09,0.0,70.0,74,62
1991,USW00014732,"LAGUARDIA AIRPORT, NY US",06/15/2014,9.17,0.0,68.0,79,61
1992,USW00014732,"LAGUARDIA AIRPORT, NY US",06/16/2014,7.38,0.0,72.0,81,64
1993,USW00014732,"LAGUARDIA AIRPORT, NY US",06/17/2014,7.83,0.0,77.0,88,70
1994,USW00014732,"LAGUARDIA AIRPORT, NY US",06/18/2014,11.86,0.0,83.0,88,75
1995,USW00014732,"LAGUARDIA AIRPORT, NY US",06/19/2014,6.49,0.0,75.0,79,68
1996,USW00014732,"LAGUARDIA AIRPORT, NY US",06/20/2014,9.62,0.0,73.0,80,66
1997,USW00014732,"LAGUARDIA AIRPORT, NY US",06/21/2014,8.95,0.0,70.0,76,62
1998,USW00014732,"LAGUARDIA AIRPORT, NY US",06/22/2014,7.83,0.0,70.0,77,64
1999,USW00014732,"LAGUARDIA AIRPORT, NY US",06/23/2014,8.5,0.0,73.0,82,67
2000,USW00014732,"LAGUARDIA AIRPORT, NY US",06/24/2014,12.3,0.0,74.0,81,69
2001,USW00014732,"LAGUARDIA AIRPORT, NY US",06/25/2014,11.18,0.0,75.0,84,71
2002,USW00014732,"LAGUARDIA AIRPORT, NY US",06/26/2014,7.83,0.07,78.0,86,69
2003,USW00014732,"LAGUARDIA AIRPORT, NY US",06/27/2014,8.05,0.0,74.0,82,68
2004,USW00014732,"LAGUARDIA AIRPORT, NY US",06/28/2014,6.04,0.0,76.0,87,69
2005,USW00014732,"LAGUARDIA AIRPORT, NY US",06/29/2014,8.72,0.0,75.0,82,70
2006,USW00014732,"LAGUARDIA AIRPORT, NY US",06/30/2014,10.96,0.0,76.0,84,69
2007,USW00014732,"LAGUARDIA AIRPORT, NY US",07/01/2014,12.08,0.0,79.0,88,73
2008,USW00014732,"LAGUARDIA AIRPORT, NY US",07/02/2014,10.51,0.63,82.0,91,72
2009,USW00014732,"LAGUARDIA AIRPORT, NY US",07/03/2014,6.93,0.73,79.0,89,70
2010,USW00014732,"LAGUARDIA AIRPORT, NY US",07/04/2014,12.97,0.16,71.0,74,65
2011,USW00014732,"LAGUARDIA AIRPORT, NY US",07/05/2014,13.87,0.0,72.0,83,65
2012,USW00014732,"LAGUARDIA AIRPORT, NY US",07/06/2014,10.96,0.0,78.0,87,69
2013,USW00014732,"LAGUARDIA AIRPORT, NY US",07/07/2014,14.54,0.0,81.0,92,73
2014,USW00014732,"LAGUARDIA AIRPORT, NY US",07/08/2014,11.41,0.18,84.0,93,72
2015,USW00014732,"LAGUARDIA AIRPORT, NY US",07/09/2014,8.95,0.0,80.0,88,73
2016,USW00014732,"LAGUARDIA AIRPORT, NY US",07/10/2014,6.71,0.0,76.0,82,70
2017,USW00014732,"LAGUARDIA AIRPORT, NY US",07/11/2014,7.61,0.0,77.0,85,70
2018,USW00014732,"LAGUARDIA AIRPORT, NY US",07/12/2014,9.4,0.0,77.0,86,71
2019,USW00014732,"LAGUARDIA AIRPORT, NY US",07/13/2014,11.63,0.24,75.0,82,71
2020,USW00014732,"LAGUARDIA AIRPORT, NY US",07/14/2014,6.93,0.74,77.0,85,72
2021,USW00014732,"LAGUARDIA AIRPORT, NY US",07/15/2014,8.05,0.93,76.0,88,71
2022,USW00014732,"LAGUARDIA AIRPORT, NY US",07/16/2014,6.71,0.0,74.0,83,68
2023,USW00014732,"LAGUARDIA AIRPORT, NY US",07/17/2014,6.71,0.0,75.0,83,68
2024,USW00014732,"LAGUARDIA AIRPORT, NY US",07/18/2014,6.26,0.0,75.0,82,68
2025,USW00014732,"LAGUARDIA AIRPORT, NY US",07/19/2014,7.16,0.0,73.0,77,68
2026,USW00014732,"LAGUARDIA AIRPORT, NY US",07/20/2014,9.62,0.0,71.0,76,67
2027,USW00014732,"LAGUARDIA AIRPORT, NY US",07/21/2014,6.49,0.0,74.0,84,67
2028,USW00014732,"LAGUARDIA AIRPORT, NY US",07/22/2014,9.17,0.0,78.0,87,72
2029,USW00014732,"LAGUARDIA AIRPORT, NY US",07/23/2014,10.51,0.12,80.0,89,74
2030,USW00014732,"LAGUARDIA AIRPORT, NY US",07/24/2014,9.62,0.0,77.0,81,72
2031,USW00014732,"LAGUARDIA AIRPORT, NY US",07/25/2014,8.05,0.0,75.0,83,67
2032,USW00014732,"LAGUARDIA AIRPORT, NY US",07/26/2014,9.4,0.0,76.0,82,71
2033,USW00014732,"LAGUARDIA AIRPORT, NY US",07/27/2014,9.62,0.0,78.0,88,72
2034,USW00014732,"LAGUARDIA AIRPORT, NY US",07/28/2014,13.2,0.26,78.0,84,68
2035,USW00014732,"LAGUARDIA AIRPORT, NY US",07/29/2014,10.51,0.0,71.0,76,65
2036,USW00014732,"LAGUARDIA AIRPORT, NY US",07/30/2014,7.61,0.0,72.0,83,65
2037,USW00014732,"LAGUARDIA AIRPORT, NY US",07/31/2014,9.84,0.0,75.0,82,70
2038,USW00014732,"LAGUARDIA AIRPORT, NY US",08/01/2014,8.05,0.0,77.0,86,72
2039,USW00014732,"LAGUARDIA AIRPORT, NY US",08/02/2014,9.84,0.4,71.0,74,65
2040,USW00014732,"LAGUARDIA AIRPORT, NY US",08/03/2014,6.04,0.07,70.0,76,66
2041,USW00014732,"LAGUARDIA AIRPORT, NY US",08/04/2014,5.82,0.0,75.0,84,71
2042,USW00014732,"LAGUARDIA AIRPORT, NY US",08/05/2014,5.82,0.0,80.0,89,73
2043,USW00014732,"LAGUARDIA AIRPORT, NY US",08/06/2014,7.83,0.0,77.0,84,71
2044,USW00014732,"LAGUARDIA AIRPORT, NY US",08/07/2014,9.62,0.0,75.0,83,67
2045,USW00014732,"LAGUARDIA AIRPORT, NY US",08/08/2014,7.38,0.0,74.0,82,66
2046,USW00014732,"LAGUARDIA AIRPORT, NY US",08/09/2014,3.8,0.0,78.0,87,70
2047,USW00014732,"LAGUARDIA AIRPORT, NY US",08/10/2014,6.71,0.0,79.0,87,71
2048,USW00014732,"LAGUARDIA AIRPORT, NY US",08/11/2014,8.05,0.0,80.0,87,74
2049,USW00014732,"LAGUARDIA AIRPORT, NY US",08/12/2014,13.87,0.14,76.0,80,71
2050,USW00014732,"LAGUARDIA AIRPORT, NY US",08/13/2014,14.99,0.78,73.0,86,68
2051,USW00014732,"LAGUARDIA AIRPORT, NY US",08/14/2014,12.75,0.0,72.0,79,64
2052,USW00014732,"LAGUARDIA AIRPORT, NY US",08/15/2014,9.84,0.0,70.0,73,63
2053,USW00014732,"LAGUARDIA AIRPORT, NY US",08/16/2014,8.05,0.0,72.0,79,66
2054,USW00014732,"LAGUARDIA AIRPORT, NY US",08/17/2014,10.07,0.01,75.0,83,69
2055,USW00014732,"LAGUARDIA AIRPORT, NY US",08/18/2014,8.72,0.0,73.0,81,64
2056,USW00014732,"LAGUARDIA AIRPORT, NY US",08/19/2014,8.5,0.0,72.0,80,65
2057,USW00014732,"LAGUARDIA AIRPORT, NY US",08/20/2014,7.16,0.0,75.0,84,71
2058,USW00014732,"LAGUARDIA AIRPORT, NY US",08/21/2014,7.38,1.24,75.0,81,64
2059,USW00014732,"LAGUARDIA AIRPORT, NY US",08/22/2014,8.5,0.07,71.0,76,67
2060,USW00014732,"LAGUARDIA AIRPORT, NY US",08/23/2014,8.28,0.0,70.0,75,67
2061,USW00014732,"LAGUARDIA AIRPORT, NY US",08/24/2014,6.93,0.0,72.0,80,65
2062,USW00014732,"LAGUARDIA AIRPORT, NY US",08/25/2014,5.14,0.0,75.0,86,68
2063,USW00014732,"LAGUARDIA AIRPORT, NY US",08/26/2014,6.93,0.0,79.0,86,71
2064,USW00014732,"LAGUARDIA AIRPORT, NY US",08/27/2014,6.93,0.0,79.0,89,72
2065,USW00014732,"LAGUARDIA AIRPORT, NY US",08/28/2014,11.63,0.0,76.0,80,68
2066,USW00014732,"LAGUARDIA AIRPORT, NY US",08/29/2014,8.28,0.0,70.0,79,64
2067,USW00014732,"LAGUARDIA AIRPORT, NY US",08/30/2014,8.05,0.0,72.0,77,67
2068,USW00014732,"LAGUARDIA AIRPORT, NY US",08/31/2014,9.62,0.79,77.0,92,73
2069,USW00014732,"LAGUARDIA AIRPORT, NY US",09/01/2014,6.04,0.0,80.0,88,76
2070,USW00014732,"LAGUARDIA AIRPORT, NY US",09/02/2014,9.62,0.0,84.0,93,79
2071,USW00014732,"LAGUARDIA AIRPORT, NY US",09/03/2014,8.5,0.0,80.0,86,73
2072,USW00014732,"LAGUARDIA AIRPORT, NY US",09/04/2014,8.05,0.0,78.0,86,71
2073,USW00014732,"LAGUARDIA AIRPORT, NY US",09/05/2014,8.72,0.0,78.0,85,73
2074,USW00014732,"LAGUARDIA AIRPORT, NY US",09/06/2014,10.51,0.21,81.0,91,68
2075,USW00014732,"LAGUARDIA AIRPORT, NY US",09/07/2014,8.05,0.0,73.0,80,66
2076,USW00014732,"LAGUARDIA AIRPORT, NY US",09/08/2014,12.08,0.0,71.0,77,65
2077,USW00014732,"LAGUARDIA AIRPORT, NY US",09/09/2014,14.09,0.0,68.0,73,64
2078,USW00014732,"LAGUARDIA AIRPORT, NY US",09/10/2014,10.07,0.0,69.0,77,63
2079,USW00014732,"LAGUARDIA AIRPORT, NY US",09/11/2014,11.41,0.0,74.0,84,69
2080,USW00014732,"LAGUARDIA AIRPORT, NY US",09/12/2014,10.51,0.0,71.0,76,62
2081,USW00014732,"LAGUARDIA AIRPORT, NY US",09/13/2014,11.86,0.19,65.0,70,61
2082,USW00014732,"LAGUARDIA AIRPORT, NY US",09/14/2014,7.61,0.0,62.0,71,55
2083,USW00014732,"LAGUARDIA AIRPORT, NY US",09/15/2014,8.05,0.0,64.0,73,55
2084,USW00014732,"LAGUARDIA AIRPORT, NY US",09/16/2014,5.82,0.42,64.0,70,58
2085,USW00014732,"LAGUARDIA AIRPORT, NY US",09/17/2014,4.92,0.0,66.0,73,59
2086,USW00014732,"LAGUARDIA AIRPORT, NY US",09/18/2014,5.82,0.0,68.0,75,59
2087,USW00014732,"LAGUARDIA AIRPORT, NY US",09/19/2014,12.53,0.0,62.0,66,55
2088,USW00014732,"LAGUARDIA AIRPORT, NY US",09/20/2014,9.62,0.0,65.0,74,58
2089,USW00014732,"LAGUARDIA AIRPORT, NY US",09/21/2014,4.03,0.21,70.0,77,67
2090,USW00014732,"LAGUARDIA AIRPORT, NY US",09/22/2014,14.32,0.0,69.0,72,57
2091,USW00014732,"LAGUARDIA AIRPORT, NY US",09/23/2014,5.82,0.0,61.0,73,54
2092,USW00014732,"LAGUARDIA AIRPORT, NY US",09/24/2014,10.96,0.0,65.0,70,60
2093,USW00014732,"LAGUARDIA AIRPORT, NY US",09/25/2014,14.99,0.17,63.0,64,58
2094,USW00014732,"LAGUARDIA AIRPORT, NY US",09/26/2014,6.93,0.0,66.0,77,60
2095,USW00014732,"LAGUARDIA AIRPORT, NY US",09/27/2014,3.58,0.0,73.0,83,65
2096,USW00014732,"LAGUARDIA AIRPORT, NY US",09/28/2014,4.92,0.0,73.0,84,65
2097,USW00014732,"LAGUARDIA AIRPORT, NY US",09/29/2014,4.03,0.0,73.0,79,69
2098,USW00014732,"LAGUARDIA AIRPORT, NY US",09/30/2014,8.5,0.04,69.0,71,62
2099,USW00014732,"LAGUARDIA AIRPORT, NY US",10/01/2014,9.84,0.0,63.0,66,60
2100,USW00014732,"LAGUARDIA AIRPORT, NY US",10/02/2014,8.72,0.0,63.0,68,60
2101,USW00014732,"LAGUARDIA AIRPORT, NY US",10/03/2014,8.28,0.0,62.0,69,57
2102,USW00014732,"LAGUARDIA AIRPORT, NY US",10/04/2014,13.2,1.05,65.0,71,52
2103,USW00014732,"LAGUARDIA AIRPORT, NY US",10/05/2014,11.63,0.0,54.0,61,47
2104,USW00014732,"LAGUARDIA AIRPORT, NY US",10/06/2014,10.96,0.0,59.0,71,51
2105,USW00014732,"LAGUARDIA AIRPORT, NY US",10/07/2014,13.65,0.03,67.0,72,65
2106,USW00014732,"LAGUARDIA AIRPORT, NY US",10/08/2014,15.21,0.03,68.0,73,63
2107,USW00014732,"LAGUARDIA AIRPORT, NY US",10/09/2014,14.76,0.0,64.0,69,58
2108,USW00014732,"LAGUARDIA AIRPORT, NY US",10/10/2014,4.7,0.0,60.0,64,54
2109,USW00014732,"LAGUARDIA AIRPORT, NY US",10/11/2014,8.05,0.33,56.0,60,52
2110,USW00014732,"LAGUARDIA AIRPORT, NY US",10/12/2014,5.82,0.0,55.0,62,49
2111,USW00014732,"LAGUARDIA AIRPORT, NY US",10/13/2014,5.82,0.03,59.0,66,53
2112,USW00014732,"LAGUARDIA AIRPORT, NY US",10/14/2014,11.41,0.0,68.0,76,64
2113,USW00014732,"LAGUARDIA AIRPORT, NY US",10/15/2014,15.43,0.03,72.0,78,68
2114,USW00014732,"LAGUARDIA AIRPORT, NY US",10/16/2014,10.51,0.77,70.0,72,62
2115,USW00014732,"LAGUARDIA AIRPORT, NY US",10/17/2014,10.74,0.0,66.0,72,61
